final_ID,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Month,Return_Month,Early_C,Days_LCtoDD,Cancelled_Pax,Total_Discount_Pax,Days_InitialOrgtoDD,SPR_Product_Type,FPP,Total_Pax,GroupGradeType,FPP_to_School_enrollment,Days_DeptoDD,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,Poverty_Code,School_Type,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeType,SchoolSizeIndicator,Retained
1478,10,10,WI,5,A,5,5,0,257,11,2,268,East Coast,33,41,Middle->Middle,0.040268022815043,182,1152,22,4,0.569017449683035,0.202448838756202,0,1170,0.954228096549067,2,B,PUBLIC,6,8,973,J,1,1,184,192,Middle->Middle,L,1
1479,8,8,NE,6,A,3,3,1,204,3,5,363,East Coast,36,34,Middle->Middle,0.042787320693746,166,1378,23,4,0.667750146337351,0.240061108911471,0,1193,0.860074400270141,4,A,PUBLIC,6,8,705,Q,0,1,202,190,Middle->Middle,M-L,1
1481,9,9,NE,7,A,6,6,1,259,4,4,439,East Coast,45,64,Middle->Middle,0.085386708828911,224,1363,31,2,0.555188956422654,0.387007618799906,0,1526,0.959954069704287,4,A,PUBLIC,6,8,672,O,0,1,266,277,Middle->Middle,M-L,1
1482,10,10,WI,17,A,6,6,1,308,1,1,361,East Coast,14,18,Middle->Middle,0.023640880862389,234,1381,10,0,0.562906814243922,0.340248970016225,0,1550,0.985549304897166,1,B,PUBLIC,6,8,790,I,1,1,255,246,Middle->Middle,M-L,1
1483,9,9,CA,18,A,6,6,1,302,1,2,430,East Coast,30,29,K->Middle,0.092047915252133,259,2240,13,1,0.500870656009258,0.204188080695214,0,2379,0.929785651929047,2,0,Catholic,K,8,304,O,0,2,380,260,Middle->Middle,S,1
1485,7,7,RI,8,T,4,4,0,194,10,5,215,East Coast,43,55,Elementary->Middle,0.051545266620307,130,616,19,6,0.35107238208244,0.101553946131641,0,653,0.907124077681779,5,B,PUBLIC,5,8,968,J,1,1,132,133,Middle->Middle,L,1
1486,6,6,KY,11,T,5,5,0,235,31,7,393,East Coast,98,82,Middle->Middle,0.100906862257598,201,626,31,17,0.377168510186621,0.080417339992466,1,714,0.89169169541857,5,B,PUBLIC,6,8,817,J,0,1,239,230,Middle->Middle,M-L,1
1488,9,10,TN,15,T,4,5,1,252,3,1,338,East Coast,6,7,Middle->Middle,0.015527706141256,194,679,4,1,0.66539700982039,0.184217567708917,0,706,0.82975309786442,1,C,PUBLIC,6,8,405,F,1,2,226,205,Middle->Middle,S-M,1
1491,9,10,PA,19,A,6,7,1,304,3,2,470,Science,40,45,K->Middle,0.076917782408887,224,1803,28,3,0.67650110433756,0.279075191802566,0,1769,0.972041215453434,3,0,CHD,K,8,488,N,0,1,270,269,Middle->Middle,S-M,0
1492,7,9,WA,24,A,6,7,1,285,9,4,450,East Coast,28,32,K->High,0.256609088290913,253,1994,15,6,0.550948883298458,0.441772391629009,0,2193,0.893724008781463,4,B,PUBLIC,K,12,100,I,1,2,390,258,Middle->Middle,S,0
1494,9,9,FL,9,A,4,4,0,176,9,1,201,East Coast,8,8,PK->High,0.023804244078688,159,1350,2,6,0.281595064160428,0.127084211021215,0,1278,0.916621363292363,1,0,CHD,PK,12,279,H,0,1,165,167,Middle->Middle,S,0
1495,8,9,TX,13,A,6,6,1,300,8,2,441,East Coast,27,29,Middle->High,0.049909791641514,234,1533,26,6,0.931750752864703,0.327304567746917,0,1586,0.969374539361584,2,B,PUBLIC,6,12,541,I,1,2,406,29,Middle->High,S-M,1
1497,10,10,CA,19,A,4,5,1,255,2,2,397,East Coast,22,23,K->Middle,0.040035792902897,195,2132,17,4,0.746256010687043,0.083715636250027,0,2137,0.907763076841519,2,0,Catholic,K,8,568,I,0,2,363,243,Middle->Middle,S-M,1
1499,10,10,CA,11,A,2,2,1,179,44,16,378,East Coast,122,147,Middle->High,0.058356428232235,117,2687,88,30,0.698123709495565,0.22166927587142,0,2611,0.937029188920776,13,B,PUBLIC,7,12,2444,Q,0,2,279,127,Middle->Middle,L,1
1503,7,9,CA,23,A,4,5,1,216,5,1,434,East Coast,8,9,Middle->Middle,0.014027745828036,181,2596,6,2,0.732188474295266,0.136375684628784,0,2326,0.866385935641297,1,C,PUBLIC,6,8,614,O,1,0,0,0,Middle->Middle,M-L,1
1504,7,7,IN,7,A,2,2,1,188,3,3,344,East Coast,53,52,Middle->Middle,0.04609874134194,124,1205,40,3,0.796925555686052,0.331370214307433,0,1190,0.927162623488738,3,A,PUBLIC,7,8,1034,P,1,1,189,191,Middle->Middle,L,1
1506,3,3,CA,2,A,4,4,1,205,2,1,323,CA History,22,20,K->Elementary,0.022780593577119,139,426,6,0,0.328992933019176,0.291230256001742,0,370,0.914533239469145,1,B,PUBLIC,K,5,872,N,0,0,0,0,Elementary->Elementary,M-L,0
1509,8,8,MO,20,A,6,7,1,321,3,4,471,East Coast,40,46,Middle->Middle,0.064325573119565,237,1626,25,3,0.537567260992357,0.229176044077855,0,1481,0.883842080025666,4,B,PUBLIC,6,7,747,K,0,1,284,289,Middle->Middle,M-L,0
1511,8,8,CA,24,A,4,5,1,233,3,3,432,East Coast,37,38,K->Middle,0.112730397922148,199,2127,26,3,0.725539882811912,0.294356518932917,0,2113,0.947115192101674,3,0,Catholic,K,8,344,N,1,1,383,365,Middle->Middle,S,1
1512,2,2,CA,8,A,3,3,0,194,3,2,207,CA History,35,42,PK->Elementary,0.06077380070894,157,605,11,1,0.270967517385393,0.430588514469821,1,588,0.904789854510617,2,0,CHD,PK,4,599,Q,0,1,185,182,Elementary->Elementary,M-L,1
1513,6,6,MI,10,A,5,5,1,228,7,5,449,East Coast,42,51,Middle->Middle,0.049401799212592,194,1202,34,5,0.689480588882228,0.381344240878627,0,1043,0.881013383517906,5,B,PUBLIC,6,8,910,I,1,2,353,240,Middle->Middle,L,1
1514,13,14,NY,32,A,2,3,1,141,2,2,475,Science,18,24,High->High,0.013013623845123,124,2844,12,2,0.631152801535527,0.245241612337989,0,3034,0.914906342192434,2,A,PUBLIC,9,12,1772,P,1,2,156,150,High->High,L,1
1515,7,8,OH,9,T,5,5,0,380,10,7,430,East Coast,89,119,Middle->High,0.402516734267962,213,473,35,5,0.331269108473197,0.086316089494518,0,544,0.899840674064063,9,B,PUBLIC,7,12,265,J,0,1,254,242,Middle->Middle,S,0
1516,7,7,IL,13,A,5,6,0,205,3,8,184,East Coast,30,38,PK->Middle,0.05660191798199,137,923,19,1,0.566781282863075,0.190467565821241,0,1079,0.805445336448743,7,C,PUBLIC,PK,8,554,P,1,1,184,173,Middle->Middle,M-L,1
1518,10,10,TX,16,A,4,4,1,263,2,4,394,East Coast,39,46,PK->High,0.066413965021805,317,1751,0,0,0.0,0.0,1,1917,0.907492064929057,4,0,Catholic,PK,12,585,Q,0,1,237,224,Middle->Middle,M-L,1
1520,8,8,WA,13,A,6,7,0,299,6,1,299,East Coast,7,8,Middle->Middle,0.009918326147564,254,2076,2,3,0.32337230768129,0.166175218825258,0,1968,0.819103688792455,1,B,PUBLIC,6,7,552,O,1,1,258,267,Middle->Middle,M-L,0
1521,6,7,CA,13,A,5,6,0,207,2,2,201,East Coast,15,19,K->Middle,0.059906505873114,169,2833,8,2,0.512157632912299,0.0,0,2527,0.926320204069293,2,0,Catholic,K,8,263,H,0,1,187,182,Middle->Middle,S,0
1522,8,8,CA,20,A,3,4,1,167,1,5,297,East Coast,51,53,Middle->High,0.112901290436701,144,1639,0,0,0.0,0.0,1,1766,0.949227926988053,5,0,Private non-Christian,6,12,479,Q,1,0,0,0,Middle->Middle,S-M,1
1524,6,6,CA,12,A,4,4,1,253,7,2,360,East Coast,48,44,Middle->Middle,0.038138627669394,165,1904,21,7,0.467983396549969,0.248144885155075,0,2180,0.989683314051769,2,B,PUBLIC,6,8,1008,K,1,2,319,211,Middle->Middle,L,1
1528,9,9,ME,8,A,5,5,1,238,7,3,394,East Coast,44,49,Middle->Middle,0.054470363805599,191,915,21,5,0.547516119195555,0.243177656699016,0,981,0.907603943114016,4,C,PUBLIC,6,8,724,H,0,1,231,219,Middle->Middle,M-L,1
1529,7,7,CA,21,A,5,5,1,448,1,1,423,East Coast,11,14,PK->Middle,0.151552076885832,347,2301,11,0,0.894798233743675,0.059403080651971,0,2082,0.923505736918466,1,B,PUBLIC,PK,8,87,L,0,1,236,235,Middle->Middle,S,1
1530,7,10,CA,8,A,5,5,1,329,3,2,324,CA History,27,35,K->Middle,0.352390950749141,192,605,18,3,0.602135767695051,0.209552960343067,1,564,0.928676897989982,2,0,CHD,K,8,93,M,1,1,334,337,Elementary->Middle,S,0
1532,7,8,OR,20,A,6,7,1,264,2,1,465,East Coast,16,18,Middle->Middle,0.023759627319021,205,1879,15,1,0.752210718897679,0.089058308169318,0,2005,0.952220375066048,1,B,PUBLIC,7,8,772,N,0,1,219,226,Middle->Middle,M-L,1
1533,6,6,WI,9,A,5,5,1,225,9,8,372,East Coast,100,83,PK->High,0.079329782073534,200,1331,0,0,0.0,0.0,0,1429,0.959189830776466,8,0,Private non-Christian,PK,12,1068,P,1,1,246,247,Middle->Middle,L,1
1534,8,10,NJ,21,A,6,7,1,298,6,2,424,Science,22,22,Middle->Middle,0.035101383251139,230,1717,12,4,0.613089098957435,0.247161464247744,0,1676,0.91080009116191,2,B,PUBLIC,6,8,564,O,0,1,267,274,Middle->Middle,S-M,0
1535,9,9,CA,20,A,4,5,1,245,6,3,450,East Coast,20,27,K->Middle,0.129905210957866,177,2142,15,2,0.703072718801273,0.25867079137809,0,1856,0.894182239625047,3,0,Catholic,K,8,184,L,0,1,267,267,Middle->Middle,S,1
1536,7,8,FL,13,T,6,7,0,319,8,2,318,East Coast,16,19,Middle->Middle,0.022295660315664,243,944,13,4,0.651573436664274,0.158092855719161,0,906,0.880040620197067,2,B,PUBLIC,6,8,724,L,0,1,277,277,Middle->Middle,M-L,1
1537,6,6,CA,27,A,6,7,0,251,0,1,260,East Coast,14,14,K->Middle,0.023004486371295,208,2032,7,0,0.514465695612806,0.37382018282058,0,2098,0.933357924370186,1,C,PUBLIC,K,6,610,J,0,1,244,234,Elementary->Elementary,M-L,1
1538,7,7,MI,12,T,4,4,1,223,7,8,345,East Coast,105,91,Middle->Middle,0.209256879535821,158,721,54,9,0.560759815711619,0.32379571779684,0,724,0.897462446684044,8,B,PUBLIC,6,8,454,K,1,2,346,219,Middle->Middle,S-M,1
1541,10,10,IL,14,A,3,4,1,226,7,2,369,Science,20,25,Middle->Middle,0.03733635645607,147,1985,15,2,0.664758624012726,0.127281338958489,0,1796,0.950740616324804,2,B,PUBLIC,7,8,561,N,0,1,185,195,Middle->Middle,S-M,1
1543,9,10,CA,25,A,4,5,0,228,4,1,225,East Coast,9,10,Elementary->Middle,0.034356852275826,154,1922,7,2,0.629530074112212,0.088482178259807,0,2168,0.906676967329848,1,0,Catholic,1,8,287,G,1,1,211,204,Middle->Middle,S,1
1544,8,9,ID,28,A,3,4,1,219,5,1,424,East Coast,10,11,Middle->High,0.011184325503953,153,3083,5,6,0.576713845204275,0.0,0,3124,0.939953849335288,1,B,PUBLIC,7,9,696,I,0,1,191,200,Middle->High,M-L,0
1545,8,10,CA,21,A,4,5,1,227,1,1,389,East Coast,9,11,K->High,0.050512780376006,179,1809,4,1,0.425032260482648,0.103404167981238,0,2098,0.8969964551541,1,0,Private non-Christian,K,12,168,N,1,2,353,206,High->High,S,0
1546,9,9,OR,20,A,6,7,0,274,0,1,298,East Coast,16,19,PK->Middle,0.050732178195577,238,2265,3,0,0.175494069674103,0.173090389493268,0,2203,0.979901841535636,1,0,Catholic,PK,8,353,L,0,0,0,0,Middle->Middle,S-M,0
1548,8,8,MN,14,A,3,4,1,197,7,5,338,East Coast,49,53,Middle->Middle,0.136238108138803,135,1710,33,9,0.7755206513885,0.166466071995447,0,1487,0.938712530965312,5,0,Private non-Christian,6,8,329,J,0,1,171,174,Middle->Middle,S,1
1549,6,10,PA,18,A,6,7,0,281,13,1,255,Costa Rica,7,10,Middle->High,0.022248316045061,230,2293,6,10,0.742842482308925,0.418764191024532,0,2576,0.871460832519511,1,C,PUBLIC,7,12,388,E,0,0,0,0,Middle->High,S-M,0
1550,8,8,FL,10,T,5,5,1,254,5,2,428,East Coast,23,25,K->Middle,0.032941629103793,161,961,7,3,0.323741272699054,0.330445300832767,0,891,0.946999370480416,2,C,PUBLIC,K,8,653,C,0,2,366,252,Middle->Middle,M-L,0
1551,7,9,IL,15,A,5,6,0,270,8,1,264,East Coast,12,11,Middle->Middle,0.020534415935334,203,1408,7,7,0.705707052692229,0.083038237384343,0,1621,0.907644818765249,1,C,PUBLIC,6,8,497,I,1,1,238,236,Middle->Middle,S-M,0
1552,10,11,MS,12,A,5,6,1,281,3,1,466,East Coast,16,16,Middle->Middle,0.020488535162613,235,1582,10,4,0.620672616115727,0.294641181846926,0,1661,0.936727351167092,1,B,PUBLIC,6,8,710,K,0,2,396,268,Middle->High,M-L,1
1553,9,10,IA,14,A,3,3,1,196,4,2,366,East Coast,21,31,PK->High,0.056667007362695,155,1368,16,2,0.601369089264984,0.311781973789627,0,1332,0.937986134955641,3,B,PUBLIC,PK,12,435,M,0,1,179,178,High->High,S-M,0
1555,6,6,CA,7,A,5,5,1,236,6,3,399,CA History,47,63,K->Middle,0.203643934837605,216,512,36,3,0.621668226210335,0.29640989713107,1,559,0.975821097934238,3,0,CHD,K,8,287,Q,1,0,0,0,Elementary->Elementary,S,1
1556,6,7,WI,15,A,5,6,1,301,1,7,532,East Coast,42,52,Middle->Middle,0.048081238309132,227,1149,23,1,0.558701203683516,0.29000870194949,0,1072,0.839189598974761,7,A,PUBLIC,6,8,894,L,1,1,268,285,Middle->Middle,L,0
1561,5,6,ND,12,A,6,6,1,295,1,2,483,East Coast,21,19,Middle->Middle,0.023381415674321,224,1754,11,0,0.639672513409539,0.130896138799197,0,1729,0.936041809045559,2,B,PUBLIC,6,8,860,J,0,1,255,262,Middle->Middle,M-L,0
1562,6,6,MA,13,T,3,3,1,185,21,9,335,East Coast,85,110,High->High,0.201869831201653,130,765,43,18,0.432551462125784,0.198533440940606,0,854,0.889780361330293,9,B,PUBLIC,9,12,493,N,0,1,144,158,Middle->Middle,S-M,1
1563,9,9,WA,15,A,6,7,0,311,8,1,303,East Coast,7,7,Middle->Middle,0.010589005396058,252,1887,2,3,0.339675452495546,0.193965081057692,0,1807,0.873065615457998,1,B,PUBLIC,6,7,577,O,1,1,266,277,Middle->Middle,M-L,0
1564,6,6,IL,13,A,5,6,0,294,4,3,345,East Coast,29,31,Middle->Middle,0.070625517421748,224,946,17,3,0.570607148183805,0.136888786087972,0,927,0.861635773297287,3,B,PUBLIC,7,8,428,I,0,1,246,241,Middle->Middle,S-M,1
1565,10,10,CA,28,A,4,5,1,234,1,1,386,East Coast,19,19,K->Middle,0.034117005746908,152,2885,12,0,0.612439364480461,0.168781839007491,0,2554,0.954666510783013,1,0,Catholic,K,8,548,O,1,1,200,201,Middle->Middle,S-M,1
1566,3,3,CA,2,A,5,5,0,276,4,2,368,CA History,56,50,K->Elementary,0.05904810159562,179,418,24,2,0.460828543675833,0.066388462457688,1,430,0.985812917003889,2,A,PUBLIC,K,5,875,Q,1,1,223,236,Elementary->Elementary,L,1
1567,8,9,TX,18,A,6,6,1,276,5,1,492,Science,9,11,Middle->Middle,0.026190158836595,218,1686,6,3,0.586157780365565,0.471549872861734,0,1871,0.879976649165933,1,B,PUBLIC,7,8,366,M,1,1,267,272,Middle->Middle,S-M,1
1568,10,10,CA,22,A,4,4,1,229,4,2,332,East Coast,25,28,K->Middle,0.028103747198605,157,2075,14,2,0.505722537805518,0.081142256177756,0,1958,0.916563082807196,3,B,PUBLIC,K,8,870,O,0,1,199,184,Middle->Middle,L,1
1570,9,9,WI,6,A,5,5,0,251,11,2,266,East Coast,35,34,Middle->Middle,0.040503803695275,179,1171,19,4,0.540312959651738,0.214185916474222,0,1088,0.93490614263209,2,B,PUBLIC,6,8,859,J,1,1,179,184,Middle->Middle,L,1
1571,9,10,CA,14,A,3,4,1,219,1,2,400,East Coast,15,16,PK->Middle,0.100703970433364,142,1926,13,0,0.829539721754459,0.169123544654143,0,1986,0.855378254403782,2,0,Private non-Christian,PK,8,148,G,1,2,374,182,Middle->Middle,S,0
1572,8,10,CO,12,A,6,6,0,274,2,2,275,East Coast,19,19,K->Middle,0.078974862785174,214,1533,11,2,0.715947127837108,0.212121010201436,0,1648,0.893423338242946,2,B,PUBLIC,K,8,211,F,0,1,247,253,Middle->Middle,S,0
1573,10,10,TX,9,A,6,6,1,284,1,1,484,East Coast,7,10,Middle->Middle,0.011145634302345,251,1561,8,0,0.764722439490383,0.582780478353251,0,1343,0.911170412082454,1,A,PUBLIC,7,8,824,Q,0,1,400,415,Middle->Middle,M-L,1
1575,3,3,CA,5,A,4,4,1,208,7,1,416,CA History,17,23,K->Middle,0.041858439696294,128,632,12,5,0.523657054731219,0.058727876565535,0,623,0.986110910002189,1,B,PUBLIC,K,6,460,Q,0,1,356,337,Elementary->Elementary,S-M,0
1579,10,10,OK,17,A,5,6,1,275,5,2,487,East Coast,14,20,High->High,0.022427947108737,192,1556,13,4,0.784518542110984,0.332573325722043,0,1543,0.862844328059454,2,B,PUBLIC,9,9,708,M,0,1,259,249,Middle->Middle,M-L,0
1580,6,7,CO,11,A,3,3,1,196,0,1,339,East Coast,6,9,PK->High,0.01846379898467,161,1759,5,0,0.730717313199378,0.0,0,2137,0.911263969015748,1,A,PUBLIC,PK,12,357,O,0,1,311,316,Middle->Middle,S-M,0
1582,8,8,WI,22,A,6,7,1,276,3,1,439,East Coast,9,10,Elementary->Middle,0.011902606884188,211,1771,5,3,0.550007020479866,0.61409329409729,0,2063,0.921227824022171,1,A,PUBLIC,5,8,806,O,1,1,254,272,Middle->Middle,M-L,1
1584,5,6,IA,10,A,4,4,1,209,1,1,437,East Coast,18,17,Middle->High,0.039494237370667,153,1311,9,0,0.588931100384277,0.50265916639113,0,1217,0.966581122823996,1,B,PUBLIC,6,12,445,J,1,2,364,189,Middle->Middle,S-M,0
1585,12,13,NV,19,A,3,4,1,237,6,3,474,East Coast,34,34,High->High,0.031536978583397,165,2498,16,2,0.600652631649544,0.068389958932015,0,2335,0.869467047852221,3,B,PUBLIC,9,12,935,K,1,1,206,207,High->High,L,1
1586,7,7,CA,10,A,4,4,0,247,6,2,224,East Coast,22,21,Middle->Middle,0.035193687227828,167,2263,7,3,0.37802311655714,0.119780357809009,0,2316,0.937089154358667,2,B,PUBLIC,6,8,580,P,1,1,211,210,Middle->Middle,M-L,0
1591,8,8,MI,22,T,4,4,1,374,12,5,363,East Coast,74,71,Middle->Middle,0.156697523323971,178,405,29,6,0.42072840937959,0.2302022539077,1,416,0.940103555168156,5,B,PUBLIC,7,8,392,L,0,1,164,167,Middle->Middle,S-M,1
1592,9,9,ME,13,T,6,6,0,221,6,4,240,East Coast,70,68,Elementary->Middle,0.087907337210973,195,755,41,6,0.688765308146385,0.441773149408953,0,825,0.935798463733733,4,A,PUBLIC,5,8,767,Q,0,0,0,0,Middle->Middle,M-L,1
1593,11,11,MD,17,A,6,7,1,312,0,1,416,Science,7,8,PK->High,0.024413360803913,237,1505,1,0,0.163694112446149,0.0,0,1540,0.885444026406002,1,0,CHD,PK,12,271,L,0,0,0,0,High->High,S,0
1594,6,6,CA,4,A,4,4,1,201,5,2,431,CA History,34,44,K->Elementary,0.052119863744768,169,610,17,2,0.493753892887346,0.157428101509177,0,575,0.925385428889511,2,B,PUBLIC,K,5,690,M,1,1,357,357,Elementary->Elementary,M-L,0
1595,6,7,OR,16,A,3,4,1,221,1,2,342,East Coast,14,17,PK->High,0.056104652218143,161,1809,7,0,0.516812297377656,0.127320243911861,0,1830,0.879820481263545,2,0,CHD,PK,12,255,K,1,2,312,170,Middle->High,S,0
1596,4,6,CA,3,A,4,4,1,254,2,1,365,CA History,9,12,PK->Middle,0.107879198230438,174,459,7,2,0.640432799137104,0.235321457987668,1,438,0.915942594514072,1,0,CHD,PK,8,100,K,0,2,339,228,Elementary->Elementary,S,0
1597,6,6,GA,12,T,4,4,1,249,8,2,440,East Coast,18,20,Middle->Middle,0.019058817290127,169,792,11,4,0.615775924664664,0.0,0,891,0.824109281845953,3,B,PUBLIC,6,8,858,K,0,1,201,207,Middle->Middle,L,0
1601,5,6,CA,18,A,6,6,1,261,1,1,496,East Coast,7,10,K->Elementary,0.032110010200936,221,2215,2,0,0.238656783792876,0.120490940550309,0,2280,0.862523212768813,1,C,PUBLIC,K,5,274,L,0,1,238,228,Middle->Middle,S,0
1602,9,9,OH,9,T,5,5,1,238,2,6,431,East Coast,66,79,Middle->High,0.15216203177457,207,784,46,2,0.597379454200622,0.278617276066642,1,780,0.890318018999961,6,A,PUBLIC,7,12,549,H,0,1,245,242,Middle->Middle,S-M,1
1603,9,12,CA,20,A,5,6,0,275,14,6,285,East Coast,29,41,Middle->Middle,0.095424386205869,138,1953,16,7,0.482351108664621,0.036112274047668,0,1951,0.831343815866402,5,C,PUBLIC,6,8,358,A,0,2,254,257,High->High,S,1
1606,7,7,TN,12,T,5,6,0,252,0,2,258,East Coast,25,23,Middle->Middle,0.034672345447825,188,425,20,0,0.84057632572644,0.086383191807685,0,403,0.912633851541785,2,B,PUBLIC,6,8,565,J,0,2,236,216,Middle->Middle,M-L,1
1607,10,10,TX,17,A,6,6,1,314,8,4,501,East Coast,74,62,Middle->Middle,0.154722275951933,222,1585,23,6,0.372638050948125,0.264827939020205,0,1616,0.908919802136935,4,C,PUBLIC,7,8,434,J,0,2,393,263,Middle->Middle,S-M,1
1609,10,10,FL,15,A,2,3,1,201,0,6,401,East Coast,79,86,PK->High,0.08845750452735,125,1379,46,0,0.570549485565531,0.118327832336362,0,1258,0.886825002932945,7,0,Private non-Christian,PK,12,869,L,1,0,0,0,Middle->Middle,L,1
1610,6,6,CA,19,A,4,5,1,237,1,2,382,East Coast,12,19,K->Middle,0.051077521120504,199,1997,8,0,0.608945936134431,0.189755832952607,0,1923,0.808020548060103,3,0,Catholic,K,8,262,Q,0,2,335,240,Middle->Middle,S,0
1611,7,7,WA,22,A,4,4,1,205,3,2,322,East Coast,24,23,Middle->Middle,0.030387316962537,155,2603,8,3,0.370515911541877,0.312764767552768,0,2758,0.898813701409046,2,B,PUBLIC,6,8,679,L,0,1,180,195,Middle->Middle,M-L,0
1613,5,6,CA,11,A,4,5,1,247,6,2,395,East Coast,6,9,Middle->Middle,0.008608733313248,210,1981,4,5,0.567577814231999,0.0,0,2045,0.762756008821863,2,C,PUBLIC,7,8,839,H,0,2,390,248,Middle->Middle,M-L,0
1615,10,10,CA,21,A,5,5,1,399,0,2,402,East Coast,34,38,K->Middle,0.142684077047575,214,1877,26,1,0.729271907758615,0.474101996636369,0,1810,0.950372764651554,2,0,Catholic,K,8,229,Q,1,1,231,230,Middle->Middle,S,1
1617,10,10,KY,13,T,3,3,1,205,8,4,317,East Coast,63,54,Middle->Middle,0.0776821490044,148,820,37,5,0.661377839806097,0.15046095110425,0,908,0.966877860171531,4,C,PUBLIC,6,8,603,E,0,2,301,181,Middle->Middle,M-L,1
1618,9,9,CA,12,A,6,6,1,267,7,2,494,East Coast,8,12,Middle->Middle,0.008456160741313,185,2098,4,3,0.450771792910297,0.0,0,2382,0.802805839429255,2,B,PUBLIC,6,8,1187,Q,0,0,0,0,Middle->Middle,L,1
1619,10,11,WA,17,A,6,7,1,293,0,1,482,East Coast,7,8,Middle->High,0.014396965146727,261,1974,4,0,0.556101289542815,0.236465061887909,0,2162,0.834193400228023,1,A,PUBLIC,7,9,490,P,0,2,466,293,Middle->High,S-M,1
1621,6,7,NY,12,T,5,6,0,234,2,5,204,East Coast,46,55,Middle->High,0.110898386334037,156,354,13,1,0.267633268213545,0.035487768652739,0,396,0.928736277800548,4,C,PUBLIC,6,9,418,D,0,1,197,205,Middle->Middle,S-M,1
1622,10,10,CA,12,A,4,4,0,142,0,1,151,East Coast,7,9,Middle->Middle,0.008665996147385,117,2358,4,0,0.493495839770431,0.0,0,2507,0.868028377517309,1,A,PUBLIC,6,8,908,Q,0,1,140,147,Middle->Middle,L,0
1624,5,7,CA,6,A,4,4,1,197,7,1,393,CA History,10,14,PK->Middle,0.030304412615115,139,630,7,5,0.585619448981013,0.225729364960782,0,612,0.886116085891307,1,B,PUBLIC,PK,6,419,O,1,1,349,364,Elementary->Middle,S-M,0
1625,3,4,CA,22,A,3,4,1,214,5,1,324,East Coast,14,13,K->Middle,0.018935577372459,180,2082,11,4,0.926440580038047,0.48469835237528,0,1886,0.896972295285044,1,B,PUBLIC,K,6,660,Q,0,2,304,217,Elementary->Middle,M-L,0
1630,7,9,OK,11,A,6,6,0,300,3,1,322,East Coast,13,11,Middle->Middle,0.033535468628581,202,1530,8,3,0.818157875314937,0.365293831086055,0,1457,0.876957152424632,1,B,PUBLIC,6,8,295,H,1,1,282,285,Middle->High,S,0
1632,9,13,KS,19,A,5,6,1,266,1,2,487,East Coast,39,36,Middle->High,0.242635145945011,222,1857,28,2,0.88014500848182,0.397856236730849,0,1621,0.947015433029591,2,B,PUBLIC,7,12,139,D,0,0,0,0,Middle->High,S,0
1634,8,10,IN,13,T,4,5,0,251,2,1,264,East Coast,21,25,Middle->High,0.059594773718361,201,708,17,2,0.76799927111806,0.247577705744366,0,765,0.966976519406416,1,B,PUBLIC,6,12,347,L,0,2,245,204,Middle->High,S-M,0
1637,12,13,TX,8,A,5,5,1,385,4,1,387,East Coast,9,9,High->High,0.006446527469552,204,1690,3,1,0.328820493291959,0.0,0,1672,0.910795627827261,1,B,PUBLIC,9,12,1402,L,0,1,252,254,High->High,L,0
1638,6,6,OR,32,A,3,4,1,223,1,1,369,East Coast,15,16,PK->Middle,0.103941002217173,282,2448,11,1,0.627729040251405,0.380200078044339,1,2379,0.898813338435627,1,0,CHD,PK,8,162,H,0,1,176,166,Middle->Middle,S,1
1640,8,8,NV,19,A,5,5,0,227,6,1,255,East Coast,5,8,Middle->Middle,0.003837325785479,199,2415,3,4,0.505706306317785,0.0,0,2115,0.822144723622158,1,B,PUBLIC,6,8,1500,O,1,1,214,207,Middle->Middle,L,0
1641,6,9,WA,18,A,6,7,1,278,2,1,499,East Coast,4,5,K->Elementary,0.005679593657334,226,2181,1,2,0.23870618696068,0.453102479155616,0,2429,0.810902381992484,1,B,PUBLIC,K,5,735,M,1,1,260,263,Elementary->Middle,M-L,0
1643,10,10,WI,10,A,2,3,1,176,8,4,321,East Coast,69,63,Middle->High,0.07166566142105,128,1315,37,4,0.663032099174079,0.254961476478407,0,1334,0.973063315325412,4,B,PUBLIC,7,9,905,G,1,1,171,173,High->High,L,1
1644,8,8,MI,19,T,2,3,1,138,6,11,376,East Coast,188,179,Middle->Middle,0.2568528972115,111,648,53,3,0.25758080680957,0.009094162474921,0,617,0.896189489716989,13,A,PUBLIC,6,8,719,O,1,1,148,137,Middle->Middle,M-L,1
1645,6,6,KY,13,A,5,5,1,253,1,1,386,East Coast,28,26,PK->Middle,0.123677652281725,211,1218,10,0,0.452240925072199,0.168595601987247,1,1203,0.945093576373448,1,0,CHD,PK,8,208,I,0,2,249,259,Middle->Middle,S,0
1646,4,4,CA,8,A,3,3,1,205,1,2,304,CA History,42,38,K->Middle,0.034627267362896,145,857,20,1,0.540710448678854,0.071747059975281,0,761,0.971210629431185,2,B,PUBLIC,K,6,940,Q,0,0,0,0,Elementary->Elementary,L,1
