ID_CRM,Poverty_Code,Region,CRM_Segment,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,SchoolSizeIndicator
A2862M,A,Other,9,PUBLIC,0,9,12,336,M,1,0,,,,,Undefined,Undefined,Undefined->Undefined,S-M
A2873Q,A,Dallas,6,PUBLIC,1,7,8,1135,Q,0,2,05/12/2018,10/26/2018,388,221,Middle,Middle,Middle->Middle,L
A2901Q,A,Other,5,PUBLIC,1,6,8,547,Q,0,1,10/07/2018,10/03/2018,238,242,Middle,Middle,Middle->Middle,S-M
A2922M,A,Other,7,PUBLIC,1,5,8,383,M,1,1,11/23/2018,11/25/2018,197,195,Elementary,Middle,Elementary->Middle,S-M
A2925Q,A,Other,5,PUBLIC,0,6,8,950,Q,0,0,,,,,Middle,Middle,Middle->Middle,L
A2927O,A,Other,5,PUBLIC,1,6,8,626,O,0,1,10/21/2018,10/28/2018,196,189,Middle,Middle,Middle->Middle,M-L
A2931M,A,Other,11,PUBLIC,1,4,8,545,M,0,1,09/12/2018,09/18/2018,214,208,Middle,Middle,Middle->Middle,S-M
A2932Q,A,Pacific Northwest,4,PUBLIC,1,K,6,480,Q,1,1,09/30/2018,10/17/2018,268,251,Undefined,Undefined,Undefined->Undefined,S-M
A2938N,A,Other,10,PUBLIC,1,5,8,393,N,0,1,09/10/2018,09/26/2018,283,267,Middle,Middle,Middle->Middle,S-M
A2940L,A,Other,6,PUBLIC,1,7,12,909,L,0,1,09/22/2018,09/14/2018,197,205,High,High,High->High,L
A2941L,A,Other,11,PUBLIC,1,6,8,870,L,1,1,08/15/2018,09/01/2018,293,276,Middle,Middle,Middle->Middle,L
A2948Q,A,Northern California,5,PUBLIC,1,6,8,1081,Q,0,1,10/06/2018,10/06/2018,138,138,Middle,Middle,Middle->Middle,L
A2954O,A,Dallas,10,PUBLIC,1,6,8,749,O,0,2,05/04/2018,09/17/2018,392,256,Middle,Middle,Middle->Middle,M-L
A2958N,A,Northern California,5,PUBLIC,0,7,8,893,N,1,0,,,,,Middle,Middle,Middle->Middle,L
A295Q,A,Northern California,5,PUBLIC,1,7,8,521,Q,0,1,10/03/2018,09/29/2018,184,188,Middle,Middle,Middle->Middle,S-M
A2961Q,A,Southern California,4,PUBLIC,1,K,5,904,Q,1,2,05/07/2018,10/02/2018,326,178,Elementary,Middle,Elementary->Middle,L
A2967P,A,Houston,5,PUBLIC,1,6,8,1095,P,0,1,09/22/2018,09/20/2018,168,170,Middle,Middle,Middle->Middle,L
A296Q,A,Other,5,PUBLIC,1,6,8,740,Q,0,1,09/21/2018,09/22/2018,224,223,Middle,Middle,Middle->Middle,M-L
A2989P,A,Other,9,PUBLIC,1,5,8,643,P,1,1,09/09/2018,09/20/2018,196,185,Middle,Middle,Middle->Middle,M-L
A3012O,A,Other,10,PUBLIC,1,6,7,342,O,1,1,09/12/2018,09/26/2018,263,249,Middle,Middle,Middle->Middle,S-M
A3024P,A,Other,9,PUBLIC,1,6,8,1905,P,1,1,09/21/2018,09/11/2018,224,234,Middle,Middle,Middle->Middle,L
A3050H,A,Other,5,PUBLIC,1,6,8,160,H,0,2,03/19/2018,09/14/2018,438,259,Middle,Middle,Middle->Middle,S
A3060E,A,Houston,4,PUBLIC,1,K,6,184,E,0,2,09/10/2018,09/26/2018,184,168,Middle,Middle,Middle->Middle,S
A3074O,A,Pacific Northwest,5,PUBLIC,0,6,8,1015,O,0,0,,,,,Middle,High,Middle->High,L
A3077P,A,Pacific Northwest,6,PUBLIC,1,6,7,550,P,1,2,06/07/2018,09/18/2018,296,193,Middle,Middle,Middle->Middle,M-L
A3084N,A,Houston,10,PUBLIC,1,7,8,433,N,0,1,05/20/2018,05/16/2018,294,298,Middle,Middle,Middle->Middle,S-M
A3100N,A,Other,10,PUBLIC,1,7,8,326,N,1,1,10/04/2018,10/04/2018,254,254,Middle,Middle,Middle->Middle,S-M
A3106Q,A,Other,5,PUBLIC,1,6,8,1232,Q,0,1,09/04/2018,09/03/2018,272,273,Middle,Middle,Middle->Middle,L
A3111Q,A,Southern California,4,PUBLIC,0,PK,5,526,Q,1,0,,,,,Elementary,Elementary,Elementary->Elementary,S-M
A313N,A,Pacific Northwest,5,PUBLIC,1,6,8,473,N,0,2,02/26/2018,09/18/2018,395,191,Middle,Middle,Middle->Middle,S-M
A314O,A,Other,11,PUBLIC,1,6,8,823,O,0,1,05/28/2018,05/29/2018,288,287,Middle,Middle,Middle->Middle,M-L
A3157Q,A,Northern California,4,PUBLIC,1,3,5,421,Q,0,2,05/25/2018,09/21/2018,272,153,Middle,Middle,Middle->Middle,S-M
A3168Z,A,Northern California,5,PUBLIC,1,K,8,372,Z,0,1,05/06/2018,05/19/2018,338,325,Elementary,Elementary,Elementary->Elementary,S-M
A3169P,A,Other,10,PUBLIC,1,6,8,672,P,1,2,08/21/2018,09/26/2018,289,253,Middle,Middle,Middle->Middle,M-L
A3193O,A,Other,5,PUBLIC,1,5,8,745,O,1,1,10/02/2018,09/18/2018,172,186,Middle,High,Middle->High,M-L
A3206Q,A,Southern California,4,PUBLIC,0,K,6,483,Q,1,0,,,,,Elementary,Elementary,Elementary->Elementary,S-M
A3212Q,A,Northern California,5,PUBLIC,0,6,8,666,Q,1,0,,,,,Middle,Middle,Middle->Middle,M-L
A3213P,A,Northern California,5,PUBLIC,1,5,8,511,P,1,2,05/22/2018,09/09/2018,323,213,Middle,Middle,Middle->Middle,S-M
A3224L,A,Other,10,PUBLIC,1,6,8,955,L,1,1,09/03/2018,09/01/2018,273,275,Middle,Middle,Middle->Middle,L
A3244Q,A,Northern California,5,PUBLIC,1,6,8,994,Q,0,2,05/18/2018,09/09/2018,322,208,Middle,Middle,Middle->Middle,L
A3270P,A,Northern California,5,PUBLIC,0,6,8,630,P,0,0,,,,,Middle,Middle,Middle->Middle,M-L
A3282Q,A,Other,5,PUBLIC,1,7,8,603,Q,0,1,10/04/2018,10/08/2018,215,211,Middle,Middle,Middle->Middle,M-L
A328Q,A,Pacific Northwest,5,PUBLIC,1,6,8,1104,Q,0,2,09/01/2018,09/16/2018,291,276,Middle,Middle,Middle->Middle,L
A3297Q,A,Other,7,PUBLIC,1,7,8,1026,Q,0,1,09/28/2018,09/26/2018,183,185,Middle,Middle,Middle->Middle,L
A3301P,A,Pacific Northwest,5,PUBLIC,1,6,8,496,P,1,1,09/22/2018,10/04/2018,186,174,Middle,Middle,Middle->Middle,S-M
A3322P4,A,Other,3,PUBLIC,1,6,8,422,P4,1,2,09/02/2018,09/20/2018,186,168,Middle,Middle,Middle->Middle,S-M
A3324P,A,Other,5,PUBLIC,1,7,8,819,P,0,1,08/12/2018,08/11/2018,188,189,Middle,Middle,Middle->Middle,M-L
A3341O,A,Other,5,PUBLIC,1,8,9,1247,O,1,1,09/26/2018,09/11/2018,258,273,Middle,Middle,Middle->Middle,L
A3355M,A,Other,11,PUBLIC,1,4,8,491,M,1,1,09/14/2018,09/10/2018,218,222,Middle,Middle,Middle->Middle,S-M
A3365O,A,Other,5,PUBLIC,0,5,8,470,O,1,0,,,,,Middle,Middle,Middle->Middle,S-M
A3379Q,A,Northern California,5,PUBLIC,1,K,8,264,Q,1,2,05/19/2018,09/16/2018,304,184,Middle,Middle,Middle->Middle,S
A3386P,A,Other,5,PUBLIC,1,6,8,911,P,0,2,05/23/2018,10/06/2018,376,240,Middle,Middle,Middle->Middle,L
A338N,A,Other,11,PUBLIC,1,5,8,225,N,1,2,10/02/2018,10/15/2018,253,240,Middle,Middle,Middle->Middle,S
A3401O,A,Pacific Northwest,5,PUBLIC,1,7,8,774,O,1,2,11/16/2018,11/23/2018,141,134,Middle,Middle,Middle->Middle,M-L
A3410I,A,Other,4,PUBLIC,1,PK,5,512,I,0,1,09/12/2018,09/10/2018,207,209,Middle,Middle,Middle->Middle,S-M
A3428P,A,Pacific Northwest,6,PUBLIC,1,6,7,568,P,0,1,09/24/2018,09/29/2018,195,190,Middle,Undefined,Middle->Undefined,S-M
A3429Q,A,Dallas,8,PUBLIC,1,9,12,3116,Q,0,1,10/10/2018,10/07/2018,241,244,High,High,High->High,L
A3436Q,A,Northern California,5,PUBLIC,1,6,8,847,Q,0,1,09/06/2018,08/29/2018,168,176,Middle,Middle,Middle->Middle,M-L
A3445Q,A,Dallas,6,PUBLIC,1,7,8,1118,Q,1,2,05/09/2018,10/29/2018,392,219,Middle,Middle,Middle->Middle,L
A3460O,A,Pacific Northwest,5,PUBLIC,1,8,9,1084,O,1,2,09/24/2018,10/12/2018,190,172,Middle,Middle,Middle->Middle,L
A3467Q,A,Southern California,4,PUBLIC,0,K,6,489,Q,0,0,,,,,Elementary,Elementary,Elementary->Elementary,S-M
A3469P4,A,Other,3,PUBLIC,1,6,8,493,P4,1,2,09/11/2018,09/24/2018,184,171,Middle,Middle,Middle->Middle,S-M
A346Q,A,Northern California,5,PUBLIC,1,6,8,1143,Q,0,2,04/14/2018,09/17/2018,400,244,Middle,Middle,Middle->Middle,L
A3478O,A,Other,6,PUBLIC,1,9,12,738,O,1,2,04/30/2018,08/30/2018,401,279,High,High,High->High,M-L
A3492Q,A,Southern California,4,PUBLIC,1,K,5,751,Q,0,1,10/06/2018,09/23/2018,225,238,Elementary,Elementary,Elementary->Elementary,L
A3498H,A,Other,9,PUBLIC,1,7,12,504,H,1,1,09/03/2018,09/03/2018,247,247,Middle,Middle,Middle->Middle,S-M
A3526Q,A,Northern California,5,PUBLIC,1,6,8,1007,Q,1,2,05/13/2018,09/05/2018,335,220,Middle,Middle,Middle->Middle,L
A352P,A,Other,6,PUBLIC,1,9,12,2294,P,1,1,10/18/2018,10/04/2018,150,164,High,High,High->High,L
A3531Q,A,Other,5,PUBLIC,1,6,8,978,Q,0,1,09/06/2018,09/21/2018,195,180,Middle,Middle,Middle->Middle,L
A3533P,A,Pacific Northwest,4,PUBLIC,1,5,6,492,P,0,1,09/17/2018,09/18/2018,276,275,Middle,Middle,Middle->Middle,S-M
A3543O,A,Southern California,9,PUBLIC,1,K,8,671,O,0,1,10/20/2018,10/15/2018,139,144,Middle,Middle,Middle->Middle,M-L
A3544Q,A,Other,5,PUBLIC,0,5,8,652,Q,0,0,,,,,Middle,Middle,Middle->Middle,M-L
A3545P,A,Southern California,5,CHD,0,6,8,0,P,0,0,,,,,Middle,Middle,Middle->Middle,
A3557J,A,Other,10,PUBLIC,1,5,8,386,J,1,1,08/21/2018,08/30/2018,289,280,Middle,Middle,Middle->Middle,S-M
A3565Q,A,Other,11,PUBLIC,1,6,8,661,Q,0,1,09/08/2018,08/30/2018,196,205,Middle,Middle,Middle->Middle,M-L
A3570Q,A,Southern California,4,PUBLIC,0,K,5,554,Q,1,0,,,,,Elementary,Elementary,Elementary->Elementary,S-M
A3576Q,A,Northern California,6,PUBLIC,0,6,8,1146,Q,0,0,,,,,Middle,Middle,Middle->Middle,L
A3579Q,A,Other,5,PUBLIC,1,6,8,932,Q,0,1,10/09/2018,10/19/2018,165,155,Undefined,Undefined,Undefined->Undefined,L
A3596P1,A,Other,10,PUBLIC,1,6,8,708,P1,0,2,09/11/2018,09/25/2018,278,264,Middle,Middle,Middle->Middle,M-L
A3611P,A,Other,7,PUBLIC,1,6,8,1068,P,0,2,04/27/2018,09/05/2018,326,195,Middle,Middle,Middle->Middle,L
A3627M,A,Dallas,8,PUBLIC,0,7,12,301,M,1,0,,,,,High,High,High->High,S
A3640N,A,Other,5,PUBLIC,1,6,8,1089,N,1,1,09/21/2018,09/13/2018,235,243,Undefined,Undefined,Undefined->Undefined,L
A3642L,A,Other,9,PUBLIC,1,6,8,195,L,0,1,09/25/2018,09/18/2018,260,267,Middle,Middle,Middle->Middle,S
A3647P,A,Northern California,5,PUBLIC,1,6,8,1119,P,1,1,08/31/2018,09/08/2018,205,197,Undefined,Undefined,Undefined->Undefined,L
A3668L,A,Other,11,PUBLIC,1,7,12,650,L,1,1,09/11/2018,09/04/2018,250,257,Middle,Middle,Middle->Middle,M-L
A3685O,A,Other,10,PUBLIC,1,6,8,365,O,1,2,04/30/2018,09/05/2018,387,259,Undefined,Undefined,Undefined->Undefined,S-M
A36M,A,Other,11,PUBLIC,0,PK,12,529,M,0,0,,,,,Middle,Middle,Middle->Middle,S-M
A3711Q,A,Other,6,PUBLIC,1,6,8,572,Q,0,1,10/18/2018,10/23/2018,182,177,Middle,Middle,Middle->Middle,S-M
A3729Q,A,Northern California,5,PUBLIC,1,6,8,1010,Q,1,1,09/28/2018,10/02/2018,250,246,Middle,Middle,Middle->Middle,L
A3750Q,A,Other,5,PUBLIC,1,7,8,294,Q,0,1,09/16/2018,09/06/2018,226,236,Middle,Middle,Middle->Middle,S
A3751O,A,Other,5,PUBLIC,1,6,8,630,O,1,1,11/02/2018,10/31/2018,192,194,Middle,Middle,Middle->Middle,M-L
A3760P,A,Other,5,PUBLIC,1,7,8,922,P,1,1,08/20/2018,08/07/2018,183,196,Middle,Middle,Middle->Middle,L
A3763L,A,Other,11,PUBLIC,1,6,8,904,L,1,1,08/25/2018,08/28/2018,283,280,Middle,Middle,Middle->Middle,L
A3766Q,A,Other,5,PUBLIC,0,6,8,840,Q,1,0,,,,,Middle,Middle,Middle->Middle,L
A3769O,A,Other,10,PUBLIC,1,7,8,339,O,1,1,09/04/2018,09/22/2018,274,256,Middle,Middle,Middle->Middle,S-M
A3795Q,A,Northern California,5,PUBLIC,1,6,8,1146,Q,1,2,03/25/2018,09/08/2018,437,270,Middle,Middle,Middle->Middle,L
A3838O,A,Other,10,PUBLIC,1,6,8,378,O,1,1,08/29/2018,09/11/2018,228,215,Middle,Middle,Middle->Middle,S-M
A384Q,A,Other,5,PUBLIC,0,7,8,570,Q,0,0,,,,,Middle,Middle,Middle->Middle,M-L
A3858O,A,Other,5,PUBLIC,1,8,9,1204,O,1,1,09/15/2018,09/08/2018,271,278,Middle,Middle,Middle->Middle,L
A3866Q,A,Other,5,PUBLIC,1,7,8,458,Q,1,1,09/23/2018,10/07/2018,165,151,Middle,Middle,Middle->Middle,S-M
A3870Q,A,Other,6,PUBLIC,1,7,8,831,Q,1,2,05/30/2018,09/26/2018,391,272,Middle,Middle,Middle->Middle,M-L
A3893P,A,Other,5,PUBLIC,1,7,8,793,P,1,1,08/18/2018,09/03/2018,222,206,Middle,Middle,Middle->Middle,M-L
A38Q,A,Other,5,PUBLIC,0,6,8,736,Q,1,0,,,,,Middle,Middle,Middle->Middle,M-L
A3902O,A,Other,7,PUBLIC,1,9,12,1377,O,1,1,11/07/2018,11/13/2018,127,121,Undefined,Undefined,Undefined->Undefined,L
A3930P,A,Other,5,PUBLIC,1,7,8,863,P,0,1,08/23/2018,08/09/2018,248,262,Middle,Middle,Middle->Middle,L
A3934P,A,Other,10,PUBLIC,0,7,8,828,P,0,0,,,,,Middle,Middle,Middle->Middle,M-L
A3940P,A,Pacific Northwest,5,PUBLIC,1,7,9,481,P,1,2,03/16/2018,09/08/2018,457,281,Middle,High,Middle->High,S-M
A3947O,A,Other,5,PUBLIC,1,6,7,570,O,0,1,10/02/2018,10/05/2018,146,143,Middle,Undefined,Middle->Undefined,S-M
A3965Q,A,Northern California,5,PUBLIC,1,7,8,479,Q,0,1,08/29/2018,09/02/2018,221,217,Middle,Middle,Middle->Middle,S-M
A3998Q,A,Northern California,5,PUBLIC,1,7,8,547,Q,1,1,09/23/2018,09/24/2018,200,199,Middle,Middle,Middle->Middle,S-M
A399O,A,Other,9,PUBLIC,1,6,8,378,O,1,1,08/31/2018,09/07/2018,228,221,Middle,Middle,Middle->Middle,S-M
A4007N,A,Other,8,PUBLIC,1,9,12,448,N,1,2,04/11/2018,10/20/2018,343,151,High,High,High->High,S-M
A4023P,A,Other,6,PUBLIC,1,9,12,2300,P,0,1,10/14/2018,10/06/2018,159,167,High,High,High->High,L
A4028O,A,Other,11,PUBLIC,1,5,8,940,O,0,2,05/01/2018,10/12/2018,402,238,Middle,Middle,Middle->Middle,L
A4033Q,A,Other,5,PUBLIC,1,6,8,709,Q,0,2,09/14/2018,09/17/2018,153,150,Undefined,Undefined,Undefined->Undefined,M-L
A4046P,A,Pacific Northwest,5,PUBLIC,1,6,8,634,P,1,2,06/13/2018,09/21/2018,291,191,Middle,Middle,Middle->Middle,M-L
A4053P,A,Other,9,PUBLIC,1,6,8,451,P,0,1,09/20/2018,09/03/2018,188,205,Middle,Middle,Middle->Middle,S-M
A4071O,A,Other,9,PUBLIC,1,6,8,358,O,1,2,05/19/2018,09/17/2018,368,247,Undefined,Undefined,Undefined->Undefined,S-M
A4084O,A,Other,5,PUBLIC,1,7,8,174,O,1,1,10/04/2018,10/16/2018,247,235,Middle,Middle,Middle->Middle,S
A4086Q,A,Southern California,5,PUBLIC,0,K,8,664,Q,1,0,,,,,Elementary,Elementary,Elementary->Elementary,M-L
A4089O,A,Northern California,5,PUBLIC,1,K,8,362,O,1,1,09/15/2018,09/11/2018,235,239,Middle,Middle,Middle->Middle,S-M
A4095M,A,Other,10,PUBLIC,1,5,8,115,M,1,1,09/04/2018,08/19/2018,256,272,Undefined,Undefined,Undefined->Undefined,S
A4097O,A,Other,9,PUBLIC,1,6,8,1018,O,0,1,08/31/2018,09/12/2018,284,272,Middle,Middle,Middle->Middle,L
A40Q,A,Other,5,PUBLIC,1,6,12,690,Q,0,2,09/28/2018,10/26/2018,189,161,Middle,Middle,Middle->Middle,M-L
A4102O,A,Other,10,PUBLIC,1,7,9,1372,O,0,1,09/14/2018,09/10/2018,218,222,Middle,Middle,Middle->Middle,L
A4105N,A,Other,11,PUBLIC,1,K,12,643,N,1,1,05/30/2018,06/02/2018,374,371,Middle,High,Middle->High,M-L
A4116P,A,Other,5,PUBLIC,1,9,12,1352,P,0,2,05/17/2018,09/02/2018,402,294,High,High,High->High,L
A4120M,A,Other,10,PUBLIC,1,7,8,341,M,1,1,09/09/2018,08/23/2018,271,288,Middle,Middle,Middle->Middle,S
A4124Q,A,Other,5,PUBLIC,1,6,8,506,Q,1,1,10/08/2018,10/21/2018,234,221,Undefined,Undefined,Undefined->Undefined,S-M
A4135Q,A,Other,5,PUBLIC,0,7,8,618,Q,0,0,,,,,Middle,Middle,Middle->Middle,M-L
A4143N,A,Other,10,PUBLIC,1,5,8,228,N,1,2,09/23/2018,10/06/2018,259,246,Middle,Middle,Middle->Middle,S
A4176Q,A,Northern California,5,PUBLIC,1,6,8,1073,Q,1,1,09/30/2018,09/19/2018,139,150,Middle,Middle,Middle->Middle,L
A417O,A,Dallas,11,PUBLIC,1,6,8,717,O,1,2,05/08/2018,09/13/2018,395,267,Middle,Middle,Middle->Middle,M-L
A419O,A,Other,5,PUBLIC,1,6,8,1026,O,1,1,09/30/2018,10/03/2018,251,248,Undefined,Undefined,Undefined->Undefined,L
A4208Q,A,Other,5,PUBLIC,1,6,8,621,Q,0,2,05/02/2018,09/16/2018,291,154,Middle,Middle,Middle->Middle,M-L
A423O,A,Other,11,PUBLIC,1,7,8,438,O,0,1,10/21/2018,10/07/2018,237,251,Middle,Middle,Middle->Middle,S-M
A4240O,A,Other,5,PUBLIC,1,7,8,165,O,0,1,10/20/2018,10/04/2018,239,255,Middle,Middle,Middle->Middle,S
A4244M,A,Other,6,PUBLIC,1,6,8,775,M,0,1,10/15/2018,10/09/2018,250,256,Middle,Middle,Middle->Middle,M-L
A4252Q,A,Other,5,PUBLIC,0,6,8,506,Q,0,0,,,,,Middle,Middle,Middle->Middle,S-M
A4266O,A,Pacific Northwest,5,PUBLIC,1,7,8,756,O,1,2,11/12/2018,11/08/2018,143,147,Middle,Middle,Middle->Middle,M-L
A4277Q,A,Other,9,PUBLIC,1,7,8,1075,Q,1,2,05/09/2018,09/08/2018,383,261,Middle,Middle,Middle->Middle,L
A4282P,A,Other,5,PUBLIC,1,7,8,347,P,1,2,05/31/2018,09/16/2018,362,254,Undefined,Undefined,Undefined->Undefined,S-M
A4284Q,A,Dallas,5,PUBLIC,0,6,8,767,Q,0,0,,,,,Middle,Middle,Middle->Middle,M-L
A4285O,A,Other,9,PUBLIC,1,6,7,374,O,1,1,09/22/2018,09/26/2018,258,254,Middle,Middle,Middle->Middle,S-M
A4287Q,A,Other,5,PUBLIC,1,6,8,651,Q,0,1,09/14/2018,09/11/2018,259,262,Middle,Middle,Middle->Middle,M-L
A4292O,A,Other,10,PUBLIC,0,7,8,556,O,1,0,,,,,Middle,Middle,Middle->Middle,S-M
A4296O,A,Other,9,PUBLIC,1,5,8,335,O,0,2,05/08/2018,09/11/2018,373,247,Middle,Middle,Middle->Middle,S-M
A4329O,A,Northern California,5,PUBLIC,1,6,8,591,O,1,1,09/23/2018,10/02/2018,200,191,Middle,Middle,Middle->Middle,M-L
A433Q,A,Other,5,PUBLIC,1,6,8,690,Q,1,1,09/04/2018,09/11/2018,212,205,Middle,Middle,Middle->Middle,M-L
A4344Q,A,Other,5,PUBLIC,1,6,8,1009,Q,0,1,10/20/2018,10/12/2018,220,228,Middle,Middle,Middle->Middle,L
A4347Q,A,Other,5,PUBLIC,1,6,9,1180,Q,1,2,09/20/2018,09/17/2018,172,175,High,High,High->High,L
A4352O,A,Other,5,PUBLIC,1,6,8,1203,O,0,1,02/02/2019,02/08/2019,26,20,Middle,Middle,Middle->Middle,L
A4393Q,A,Southern California,4,PUBLIC,1,K,5,631,Q,0,1,09/11/2018,09/24/2018,207,194,Elementary,Middle,Elementary->Middle,M-L
A4395Q,A,Other,5,PUBLIC,1,5,8,466,Q,0,2,10/05/2018,10/17/2018,234,222,Middle,Middle,Middle->Middle,S-M
A4399O,A,Pacific Northwest,6,PUBLIC,1,7,9,783,O,1,1,09/26/2018,09/13/2018,189,202,Middle,High,Middle->High,M-L
A4404Q,A,Northern California,5,PUBLIC,1,6,8,712,Q,1,1,09/03/2018,09/14/2018,161,150,Middle,Middle,Middle->Middle,M-L
A4411O,A,Other,5,PUBLIC,1,7,8,604,O,0,1,09/21/2018,09/17/2018,165,169,Middle,Middle,Middle->Middle,M-L
A4433M,A,Other,11,PUBLIC,1,5,8,127,M,0,1,09/08/2018,09/07/2018,261,262,Undefined,Undefined,Undefined->Undefined,S
A443P,A,Other,5,PUBLIC,1,6,8,753,P,0,1,09/18/2018,09/18/2018,209,209,Middle,Middle,Middle->Middle,M-L
A4453Q,A,Northern California,5,PUBLIC,1,6,8,664,Q,0,1,09/14/2018,09/04/2018,149,159,Middle,Middle,Middle->Middle,M-L
A4467N,A,Houston,10,PUBLIC,0,6,8,1228,N,1,0,,,,,Middle,Middle,Middle->Middle,L
A446K,A,Pacific Northwest,5,PUBLIC,1,6,8,273,K,1,1,09/29/2018,09/15/2018,185,199,Middle,Middle,Middle->Middle,S
A4489Q,A,Dallas,5,PUBLIC,1,7,8,742,Q,1,1,04/25/2018,04/12/2018,410,423,Middle,Middle,Middle->Middle,M-L
A4496K,A,Other,7,PUBLIC,1,6,8,643,K,0,2,05/28/2018,10/01/2018,388,262,Middle,Middle,Middle->Middle,M-L
A4513Q,A,Northern California,5,PUBLIC,1,6,8,713,Q,1,1,09/23/2018,09/25/2018,149,147,Middle,Middle,Middle->Middle,M-L
A4542O,A,Other,10,PUBLIC,1,5,8,799,O,1,1,09/17/2018,09/28/2018,266,255,Middle,Middle,Middle->Middle,M-L
A4544P,A,Other,5,PUBLIC,1,6,8,405,P,1,1,09/05/2018,09/13/2018,212,204,Middle,Middle,Middle->Middle,S-M
A4552Q,A,Dallas,5,PUBLIC,0,6,8,754,Q,1,0,,,,,Middle,Middle,Middle->Middle,M-L
A4555P,A,Pacific Northwest,6,PUBLIC,1,9,12,1382,P,1,1,11/05/2018,10/23/2018,142,155,High,High,High->High,L
A4588N,A,Other,10,PUBLIC,1,6,8,780,N,1,2,03/06/2018,09/08/2018,460,274,Middle,Middle,Middle->Middle,M-L
A458Q,A,Northern California,5,PUBLIC,1,6,8,1339,Q,0,2,09/04/2018,09/29/2018,165,140,Middle,Middle,Middle->Middle,L
A4616Q,A,Other,5,PUBLIC,0,6,8,463,Q,0,0,,,,,Middle,Middle,Middle->Middle,S-M
A4618O,A,Other,10,PUBLIC,0,7,8,532,O,1,0,,,,,Middle,Middle,Middle->Middle,S-M
A4630P,A,Other,11,PUBLIC,1,6,8,669,P,0,2,08/04/2018,09/13/2018,288,248,Middle,Middle,Middle->Middle,M-L
A4644M,A,Other,9,PUBLIC,0,PK,12,579,M,0,0,,,,,Middle,Middle,Middle->Middle,S-M
A4650P,A,Pacific Northwest,5,PUBLIC,1,6,8,396,P,0,2,09/27/2018,10/10/2018,276,263,Undefined,Undefined,Undefined->Undefined,S-M
A4678L,A,Other,10,PUBLIC,1,5,8,322,L,0,2,05/05/2018,10/01/2018,393,244,Middle,Middle,Middle->Middle,S
A4685N,A,Pacific Northwest,5,PUBLIC,1,6,8,470,N,1,2,03/04/2018,10/01/2018,395,184,Middle,Middle,Middle->Middle,S-M
A4687K,A,Other,5,PUBLIC,1,6,8,710,K,1,2,05/19/2018,09/26/2018,401,271,Middle,Middle,Middle->Middle,M-L
A4700N,A,Dallas,10,PUBLIC,1,K,8,418,N,0,1,09/12/2018,09/20/2018,262,254,Middle,Middle,Middle->Middle,S-M
A4701Q,A,Other,5,PUBLIC,1,6,8,503,Q,1,1,09/25/2018,09/11/2018,252,266,Middle,Middle,Middle->Middle,S-M
A4709Q,A,Northern California,5,PUBLIC,1,6,8,720,Q,0,1,09/23/2018,09/23/2018,148,148,Middle,Middle,Middle->Middle,M-L
A4728Q,A,Pacific Northwest,5,PUBLIC,1,7,9,1028,Q,0,1,10/26/2018,10/24/2018,151,153,Middle,High,Middle->High,L
A4735P,A,Other,9,PUBLIC,1,6,8,687,P,1,2,08/14/2018,09/26/2018,299,256,Middle,Middle,Middle->Middle,M-L
A4754O,A,Other,6,PUBLIC,1,9,12,1256,O,1,1,09/20/2018,09/14/2018,279,285,High,High,High->High,L
A4764Q,A,Northern California,5,PUBLIC,1,6,8,1123,Q,0,1,09/06/2018,09/04/2018,208,210,Middle,Middle,Middle->Middle,L
A4774P,A,Other,9,PUBLIC,1,9,12,1535,P,1,1,09/18/2018,09/14/2018,196,200,High,High,High->High,L
A478P,A,Pacific Northwest,6,PUBLIC,1,9,12,1447,P,0,1,10/31/2018,11/11/2018,143,132,High,High,High->High,L
A4798P,A,Other,5,PUBLIC,1,6,8,497,P,1,2,04/20/2018,09/19/2018,407,255,Middle,Middle,Middle->Middle,S-M
A4800Q,A,Pacific Northwest,5,PUBLIC,1,6,8,869,Q,1,1,10/06/2018,09/23/2018,258,271,Middle,Middle,Middle->Middle,L
A4820P,A,Other,9,PUBLIC,1,7,9,734,P,1,1,09/22/2018,09/08/2018,261,275,Middle,Middle,Middle->Middle,M-L
A4828N,A,Other,11,PUBLIC,1,K,8,442,N,1,1,10/01/2018,09/12/2018,192,211,Middle,Middle,Middle->Middle,S-M
A4829P,A,Pacific Northwest,5,PUBLIC,1,6,8,1006,P,0,1,10/19/2018,10/16/2018,236,239,Undefined,Undefined,Undefined->Undefined,L
A4831P4,A,Southern California,4,PUBLIC,1,K,5,273,P4,0,1,09/18/2018,09/11/2018,246,253,Elementary,Elementary,Elementary->Elementary,S
A4837P,A,Other,2,PUBLIC,0,6,8,1269,P,1,0,,,,,Middle,Middle,Middle->Middle,L
A4844Q,A,Other,6,PUBLIC,1,6,8,1042,Q,1,1,10/05/2018,10/04/2018,250,251,Middle,High,Middle->High,L
A4858Q,A,Other,5,PUBLIC,1,6,8,910,Q,1,1,09/30/2018,09/28/2018,241,243,Middle,Middle,Middle->Middle,L
